"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.6,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.3,0.3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.3,-0.3,2.2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,-2.2,-1.8,-3.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.2,1.5,0.7,0.9,-2.4,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.4,0.9,2.7,-3,1.7,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5,-1,0.4,0.1,-2,-1,-0.8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.8,0.6,1.2,0.4,-1.3,1.2,0.4,-1.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.8,-2.4,-2.8,-3.8,-1.1,-1.9,-2.7,-4.5,-2.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.2,-2.2,-3,-4,-1.5,-1.6,-2.8,-4.4,-1.9,2.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.4,2.7,0.8,0.5,-2.8,1.5,1.2,-1.1,0.6,-2.1,-2.1,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.7,-1.7,-2.2,-3,-0.9,-1,-2,-3.5,-1.3,2.5,2.8,-1.4,4.3,NA,NA,NA,NA,NA,NA,NA,NA
-2.3,-3.2,-3.1,-4.5,-0.8,-2.6,-3.9,-5.2,-0.1,1,2,-3.3,1.6,7,NA,NA,NA,NA,NA,NA,NA
0.3,-0.9,-0.9,-0.7,-3.1,-0.2,-0.5,-1.6,-1.1,-2.6,-2.3,-0.6,-2.4,-3.8,7.6,NA,NA,NA,NA,NA,NA
1.1,-0.2,0.9,0.5,0.1,0.2,0.2,0.4,-0.2,-1.8,-2.1,0.1,-1.4,-2.8,0.4,2.2,NA,NA,NA,NA,NA
0.6,-0.2,0.5,0,-0.5,0,-0.1,-1.1,-0.3,-0.6,-1.3,0.1,-0.6,-2.2,0.1,1.5,2.5,NA,NA,NA,NA
-3.6,-1.6,-3.6,-5.2,-1,-2.7,-4.3,-4,-0.8,-1.8,-0.7,-3.5,-1,3.6,-5,-3.3,-3.5,14.2,NA,NA,NA
-2.2,-1.8,-1.4,-2.8,-0.5,-1.7,-2.7,-4,2.2,-0.7,0,-2.1,-0.2,5.1,-3.1,-1.9,-1.9,4.1,7.8,NA,NA
0.1,-2,-2.2,-2.9,0,-1.5,-1.9,-3.3,-2,3.1,1.8,-1.7,1.6,0.1,-1.8,-1,0,-2.6,-1.1,3.4,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,96,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,180,139,154,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,43,46,61,154,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,54,42,45,170,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,125,80,94,159,87,98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,29,68,81,174,24,40,98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,97,149,168,198,109,134,135,94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,102,153,172,198,113,138,138,99,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,26,94,101,202,53,56,127,32,102,107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,91,142,160,196,101,126,127,87,10,15,95,0,NA,NA,NA,NA,NA,NA,NA,NA
113,97,158,177,205,116,140,153,100,21,22,102,28,0,NA,NA,NA,NA,NA,NA,NA
27,103,91,108,169,76,93,42,77,95,98,103,87,114,0,NA,NA,NA,NA,NA,NA
99,110,46,65,112,68,80,56,89,142,145,121,135,155,74,0,NA,NA,NA,NA,NA
58,71,65,85,149,42,65,59,47,89,92,78,81,103,38,58,0,NA,NA,NA,NA
148,101,174,181,215,130,152,184,115,61,61,110,67,40,147,177,128,0,NA,NA,NA
112,77,143,160,194,99,122,147,83,33,36,85,36,22,110,144,92,37,0,NA,NA
64,96,133,152,192,96,121,109,84,29,32,97,21,50,68,124,69,88,55,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,-1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-3,-2,-3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,1,0,0,-3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,0,0,2,-3,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-2,0,-1,-3,-2,-2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,0,1,0,-3,1,0,-2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-3,-2,-4,-3,-2,-3,-4,-3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-2,-3,-3,-2,-2,-2,-3,-2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,3,0,0,-3,1,1,-2,-1,-3,-3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-1,-2,-3,-2,0,-2,-2,0,2,2,-1,6,NA,NA,NA,NA,NA,NA,NA,NA
-2,-2,-2,-4,-2,-4,-3,-3,-2,0,1,-3,0,8,NA,NA,NA,NA,NA,NA,NA
-1,-2,-2,-1,-4,-1,0,-2,-2,-2,-3,-1,-2,-3,9,NA,NA,NA,NA,NA,NA
1,-1,1,0,-1,0,0,0,-1,-2,-3,-1,-2,-2,-1,4,NA,NA,NA,NA,NA
0,-1,0,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,2,5,NA,NA,NA,NA
-2,-2,-4,-4,-5,-2,-3,-2,-3,-2,-2,-2,-2,1,-3,-4,-3,15,NA,NA,NA
-2,-1,-2,-2,-3,-1,-2,-3,2,0,0,-1,0,3,-3,-2,-1,3,8,NA,NA
0,-2,-3,-3,-1,-3,-3,-3,-3,3,1,-2,1,0,-3,-1,0,-3,-1,5,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,-1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,-2,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-5,-4,-5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,1,0,0,-4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,0,0,2,-5,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-3,-1,-2,-4,-3,-3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,0,1,-2,-4,1,0,-3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,-4,-5,-5,-2,-4,-5,-6,-5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,-3,-5,-5,-2,-3,-4,-5,-4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,3,0,-1,-5,2,1,-2,-1,-4,-4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-2,-3,-5,-2,-1,-3,-4,-2,2,3,-2,8,NA,NA,NA,NA,NA,NA,NA,NA
-3,-4,-4,-5,-4,-5,-5,-5,-2,0,1,-5,0,9,NA,NA,NA,NA,NA,NA,NA
-1,-3,-3,-2,-4,-2,-2,-3,-3,-4,-4,-2,-4,-5,11,NA,NA,NA,NA,NA,NA
2,-1,1,0,-1,0,0,0,-1,-4,-4,0,-2,-4,-1,6,NA,NA,NA,NA,NA
0,-2,0,-2,-1,-1,-1,-2,-3,-1,-2,-1,-1,-3,-2,2,7,NA,NA,NA,NA
-4,-4,-6,-6,-3,-3,-4,-4,-4,-4,-2,-4,-2,1,-5,-4,-4,16,NA,NA,NA
-3,-3,-3,-5,-4,-2,-3,-5,3,-2,-2,-3,-1,4,-4,-3,-2,3,10,NA,NA
0,-4,-4,-5,-1,-3,-4,-5,-5,4,1,-3,1,-1,-4,-2,0,-4,-2,6,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,-1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,-3,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-6,-5,-7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,1,0,-1,-5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,-1,-1,2,-7,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-4,-1,-3,-6,-4,-4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,0,1,-2,-7,1,0,-4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,-5,-6,-7,-2,-5,-6,-7,-6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,-4,-6,-7,-3,-4,-6,-7,-5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,3,0,-2,-6,2,1,-3,-1,-5,-4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,-3,-4,-6,-3,-1,-4,-5,-4,2,3,-3,9,NA,NA,NA,NA,NA,NA,NA,NA
-4,-5,-6,-6,-4,-5,-6,-6,-2,-1,0,-5,0,10,NA,NA,NA,NA,NA,NA,NA
-1,-3,-4,-3,-6,-3,-2,-5,-4,-5,-5,-2,-4,-6,12,NA,NA,NA,NA,NA,NA
2,-2,1,-1,-2,-1,-1,-1,-2,-4,-4,-1,-3,-4,-2,7,NA,NA,NA,NA,NA
0,-2,0,-2,-2,-1,-2,-3,-3,-2,-3,-1,-1,-4,-3,2,8,NA,NA,NA,NA
-5,-5,-7,-8,-5,-4,-6,-6,-4,-5,-4,-6,-3,0,-7,-6,-5,16,NA,NA,NA
-4,-4,-4,-6,-5,-3,-5,-6,3,-3,-2,-4,-3,4,-6,-3,-3,3,11,NA,NA
-1,-4,-5,-6,-2,-4,-4,-6,-5,4,1,-4,1,-2,-4,-3,0,-5,-3,7,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.4,-1.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.6,-3.4,2.6,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.4,-5.6,-7.6,-9.7,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.6,2.1,-0.8,-1.1,-6.9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.7,-0.2,-0.7,2.4,-6.9,2.4,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-2.8,-1.4,-2.1,-8.2,-2.8,-2.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.1,0.1,1.7,-0.7,-8.2,1.4,-2.3,-3.2,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.2,-5.4,-4.7,-4.8,-7.7,-7,-4.8,-5.5,-5.1,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3.3,-3.7,-4.8,-8,-8.7,-4.4,-5.6,-7.2,-4.2,2.6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.9,3.2,0.1,-1.5,-8.7,1.1,1.1,-3.5,0.1,-4.7,-3.4,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.5,-4.2,-3.7,-5.9,-4.4,-0.6,-2.8,-5.2,-2.3,2.6,4.4,-1.9,11.2,NA,NA,NA,NA,NA,NA,NA,NA
-3.2,-6,-3.8,-7,-4.4,-6.4,-6.4,-8.6,-1.7,0.5,1.8,-5.6,-0.6,10.4,NA,NA,NA,NA,NA,NA,NA
-1,-3.6,-2.4,-1,-8.9,-3.6,-1.5,-2.5,-4.3,-5.7,-2.8,-0.6,-9.8,-5,10.3,NA,NA,NA,NA,NA,NA
0,-0.6,1,-0.2,-7.7,-1.2,-2.2,-1.3,-2.6,-4.7,-5.2,-1.5,-4.8,-4.8,-1,5.8,NA,NA,NA,NA,NA
-0.8,-1.4,0.1,-1.8,-6,-0.4,-0.5,-3.8,-3,-3.2,-4.6,-0.2,-3.2,-5,-2,2,6.8,NA,NA,NA,NA
-5.8,-3.8,-6.1,-6,-9.1,-8.2,-7.6,-6.3,-4,-3.3,-1,-5.4,-0.9,3.4,-7.4,-6.2,-9.3,15.2,NA,NA,NA
-4,-2.1,-1.3,-3.8,-7.7,-5.1,-3.7,-5.4,-0.4,-2.5,-2.4,-3.7,-1.3,3.4,-7,-3.4,-2.7,2.3,10.5,NA,NA
-0.5,-4.9,-5.7,-5.2,-4.8,-3.6,-4.2,-5.6,-3.9,3.9,1.8,-3.7,0.7,-1.3,-5.2,-4.3,-1.9,-4.9,-1.8,7,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-1,-1,-3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,2,0,1,-3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,0,1,4,-4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,-1,-1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,2,1,0,0,2,0,-2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-3,-2,-3,-2,-3,-3,-3,-3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-3,-3,-4,-3,-2,-4,-4,-2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,4,1,0,-3,2,1,-1,1,-3,-3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-2,-2,-3,-2,-2,-3,-3,-2,3,3,-2,6,NA,NA,NA,NA,NA,NA,NA,NA
-3,-4,-3,-5,0,-4,-5,-5,0,0,2,-5,0,8,NA,NA,NA,NA,NA,NA,NA
1,-1,-1,-2,-2,0,-2,-1,0,-2,0,-2,-2,-3,6,NA,NA,NA,NA,NA,NA
1,-1,1,0,1,-1,-1,1,-1,-1,-2,-1,-1,-2,1,2,NA,NA,NA,NA,NA
2,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-2,1,1,2,NA,NA,NA,NA
-4,0,-5,-5,1,-3,-5,-2,-3,-4,-2,-3,-3,-1,-4,-3,-4,15,NA,NA,NA
-3,-2,-1,-2,2,-2,-4,-4,4,-2,-1,-3,-2,5,-3,-1,-3,0,9,NA,NA
1,-3,-2,-2,-2,-3,-2,-2,-3,4,2,-3,2,0,-1,-1,0,-3,-3,4,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-1,-1,-3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,6,3,2,-3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,1,8,-3,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,-2,3,-1,-1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,5,3,3,-1,7,2,-3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-3,-3,-3,-1,-4,-4,-2,-4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,-3,-4,-5,-1,-2,-5,-4,-4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,9,5,3,-3,6,1,-1,4,-4,-4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,0,-2,-3,-1,-2,-3,-3,-3,1,1,-1,3,NA,NA,NA,NA,NA,NA,NA,NA
-2,-4,-4,-6,1,-4,-6,-4,-3,-1,1,-5,0,5,NA,NA,NA,NA,NA,NA,NA
0,-3,-2,-2,-4,0,-3,-2,-4,-3,-1,-4,-3,-4,11,NA,NA,NA,NA,NA,NA
2,-1,2,0,1,-1,0,1,-2,-1,-2,-1,-2,-1,-1,3,NA,NA,NA,NA,NA
1,-1,1,0,0,-2,-1,0,-2,0,-1,-2,0,-2,-1,2,3,NA,NA,NA,NA
-4,5,-3,-4,1,0,-3,-2,-1,-3,-2,3,-2,-3,-6,-3,-4,12,NA,NA,NA
-3,-1,-1,-2,3,0,-5,-5,6,-4,-3,1,-3,2,-5,0,-3,-2,10,NA,NA
0,-2,-3,-3,0,-4,-2,-1,-4,2,0,-4,1,-1,-3,-1,0,-2,-4,2,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.6,9,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6.6,0,0,0,6.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,5,5,6.6,9,5,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6.6,0,0,0,9,5,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.6,9,0,5,0,9,9,0,0,0,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,9,0,0,0,5,0,0,0,0,6.6,5,10,NA,NA,NA,NA,NA,NA,NA,NA
0,9,0,0,5,6.6,0,0,5,0,5,5,6.6,10,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA
0,5,6.6,6.6,9,0,0,0,9,0,0,5,0,5,0,10,NA,NA,NA,NA,NA
0,5,0,0,6.6,5,0,0,5,0,0,5,0,5,0,6.6,10,NA,NA,NA,NA
0,6.6,0,0,5,5,0,0,5,0,5,0,6.6,9,0,5,5,10,NA,NA,NA
0,5,0,0,5,5,0,0,6.6,0,0,0,0,9,0,6.6,9,5,10,NA,NA
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-1,-1,-1,0,-1,-1,-1,-1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-1,-1,-1,0,-1,-1,-1,-1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,1,0,0,0,0,0,0,-1,-1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-1,-1,-1,0,-1,-1,-1,-1,0,2,-1,2,NA,NA,NA,NA,NA,NA,NA,NA
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,0,2,NA,NA,NA,NA,NA,NA,NA
-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,3,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,2,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,2,NA,NA,NA,NA
-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,2,NA,NA,NA
-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,1,-1,-1,-1,0,2,NA,NA
0,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,0,0,-1,-1,0,0,0,2,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,-2,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5,-6,-7,-13,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,6,3,2,-10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,2,6,-12,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5,-7,-4,-7,-15,-8,-6,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4,-1,2,-5,-23,2,-3,-13,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,-4,-3,-7,-13,-3,-3,-16,-10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,-4,-4,-10,-1,-2,-4,-17,-6,19,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,6,-1,-2,-16,5,3,-15,-8,-10,-11,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,-1,-7,-3,0,-4,-11,-3,20,24,-8,40,NA,NA,NA,NA,NA,NA,NA,NA
-13,-14,-11,-15,-12,-15,-18,-24,-6,7,11,-26,13,85,NA,NA,NA,NA,NA,NA,NA
1,-9,-8,-9,-28,-6,-3,-19,-12,-11,-10,-9,-11,-24,55,NA,NA,NA,NA,NA,NA
